CALLE;NUMERO;M2;DOLARES;U_S_M2;PISO;AMBIENTES;DORMITORIO;ANTIGUEDAD;A_ESTRENAR;FRENTE_Y_CONTRA;EDIFICACION;BAUL;COCHERA;BANIOS;LAVADERO;DEPENDENCIA;TERRAZA;OBS1;FUENTE;DIRECCION;NOMB_CA_CO;AV_SCORE;AV_SIDE;BARRIOS;COMUNA;AREA;ZONA
        MEDRANO;100;106;185000;1745,3;9;2;2;40;;FRENTE;;;;1;SI;SI;BALCON;;ARGENPROP.COM/ALMAGRO;100 MEDRANO;AV. MEDRANO;100;L;ALMAGRO;5;4.051.222.618;3
        HONDURAS;4700;42;89900;2140,5;3;1;1;65;;CONTRAFRENTE;POR ESCALERA;;;1;;;TERRAZA;;ARGENPROP.COM/PALERMO;4700 HONDURAS;HONDURAS;100;L;PALERMO;14;15.773.573.191;2
        BAHIA BLANCA;3200;45;80000;1777,8;;2;1;14;;CONTRAFRENTE;;;;1;;;;;ARGENPROP.COM/VILLADEVOTO;3200 BAHIA BLANCA;BAHIA BLANCA;100;L;VILLA DEVOTO;11;6.403.818.336;3
        CASTRO EMILIO;5200;52;74000;1423,1;;1;1;;A ESTRENAR;CONTRAFRENTE;;;;1;;;PATIO;;ARGENPROP.COM/VILLALURO;5200 CASTRO EMILIO;AV. EMILIO CASTRO;95;L;MATADEROS;9;7.398.564,74;4
        BAHIA BLANCA;4000;52;130000;2500;PB;2;1;35;;LATERAL;;;;1;;;PATIO;;ARGENPROP.COM/VILLADEVOTO;4000 BAHIA BLANCA;BAHIA BLANCA;100;L;VILLA DEVOTO;11;6.403.818.336;3
        MEDRANO;1700;280;395000;1410,7;PB;4;3;30;;CONTRAFRENTE;;SI;;2;SI;;PATIO;;ARGENPROP.COM/PALERMO;1700 MEDRANO;MEDRANO;100;L;PALERMO;14;15.773.573.191;2
        SANABRIA;2400;180;250000;1388,9;;3;3;;;;;;;0;SI;;TERRAZA;;ARGENPROP.COM/VILLADEVOTO;2400 SANABRIA;SANABRIA;100;L;MONTE CASTRO;10;2.625.868.961;3
        MURGUIONDO;1300;45;83000;1844,4;;2;1;;;CONTRAFRENTE;;;;0;SI;SI;PATIO;;ZONAPROP.COM_LINIERS;1300 MURGUIONDO;MURGUIONDO;100;L;MATADEROS;9;7.398.564,74;4
        GALLARDO;100;80;135000;1687,5;;2;2;35;;CONTRAFRENTE;;SI;;1;;;BALCON;;ARGENPROP.COM/ALMAGRO;100 GALLARDO;GALLARDO;37;;LINIERS;9;4.374.207.539;3
        CORRIENTES;4600;107;260000;2429,9;7;4;4;38;;FRENTE;;SI;SI;2;;;BALCON;;ARGENPROP.COM/ALMAGRO;4600 CORRIENTES;AV. CORRIENTES;100;L;ALMAGRO;5;4.051.222.618;3
        INDEPENDENCIA;4000;30;59000;1966,7;10;1;1;;A ESTRENAR;FRENTE;;;;1;;;;;BUSCAINMUEBLE/ALMAGRO;4000 INDEPENDENCIA;AV. INDEPENDENCIA;100;L;BOEDO;5;2.607.835.114;4
        SEGUROLA;800;125;280000;2240;;5;4;;;;;;SI;0;SI;SI;TERRAZA;;ZONAPROP.COM_LINIERS;800 SEGUROLA;AV. SEGUROLA;100;L;VELEZ SARSFIELD;10;2.400.948.744;3
        ERCILLA;6100;51;90000;1764,7;;2;1;;A ESTRENAR;;;;;0;;;;;ZONAPROP.COM_LINIERS;6100 ERCILLA;ERCILLA;100;L;LINIERS;9;4.374.207.539;3
        BAIGORRIA;3100;32;98000;3062,5;;2;1;30;;FRENTE;;SI;SI;0;SI;SI;TERRAZA;;ZONAPROP.COM_VILLA DEL PARQUE;3100 BAIGORRIA;BAIGORRIA;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
        BAIGORRIA;3200;44;85000;1931,8;;2;1;35;;FRENTE;;;;0;;;;;ZONAPROP.COM_VILLA DEL PARQUE;3200 BAIGORRIA;BAIGORRIA;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
        RAMSAY;2000;310;2100000;6774,2;;4;3;;A ESTRENAR;FRENTE;;SI;SI;4;SI;SI;TERRAZA;;ZONAPROP/BELGRANO;2000 RAMSAY;RAMSAY;100;L;BELGRANO;13;7.929.988.805;2
        BAIGORRIA;3200;82;195000;2378;1;3;3;40;;FRENTE;;;;0;;;BALCON;;ARGENPROP.COM/VILLADELPARQUE;3200 BAIGORRIA;BAIGORRIA;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
        LA PAMPA;1700;88;196000;2227,3;;3;2;45;;CONTRAFRENTE;;SI;;1;SI;SI;TERRAZA;;ZONAPROP/BELGRANO;1700 LA PAMPA;LA PAMPA;100;L;BELGRANO;13;7.929.988.805;2
        LIBERTAD;1000;108;218000;2018,5;5;4;4;65;;FRENTE;SEMIPISO;;;1;SI;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;1000 LIBERTAD;LIBERTAD;100;L;RETIRO;1;4.547.765.746;1
        RIVERA PEDRO I. DR.;5200;62;109000;1758,1;1;2;1;65;;CONTRAFRENTE;POR ESCALERA;;;0;;;;;ARGENPROP.COM/VILLAURQUIZA;5200 RIVERA PEDRO I. DR.;DR. PEDRO IGNACIO RIVERA;53;L;VILLA URQUIZA;12;5.448.470.069;3
        BAIGORRIA;4400;70;135000;1928,6;4;3;3;35;;FRENTE;;;;2;SI;;BALCON;;ARGENPROP.COM/VILLADEVOTO;4400 BAIGORRIA;BAIGORRIA;100;L;VILLA DEVOTO;11;6.403.818.336;3
        BAIGORRIA;4700;55;93000;1690,9;PB;1;1;11;;FRENTE;;;;1;SI;;PATIO;;ARGENPROP.COM/VILLADEVOTO;4700 BAIGORRIA;BAIGORRIA;100;L;VILLA DEVOTO;11;6.403.818.336;3
        DONADO;2200;107;98000;915,9;;3;2;30;;CONTRAFRENTE;;;;1;;;PATIO;;ARGENPROP.COM/VILLAURQUIZA;2200 DONADO;DONADO;100;L;VILLA URQUIZA;12;5.448.470.069;3
        BALBASTRO;2000;55;65900;1198,2;1;2;1;60;;FRENTE;POR ESCALERA;;;0;SI;SI;PATIO;;ZONAPROP.COM_PARQUE CHACABUCO;2000 BALBASTRO;BALBASTRO;100;L;PARQUE CHACABUCO;7;3.833.086.018;4
        INDEPENDENCIA;1500;96;91000;947,9;;4;3;50;;CONTRAFRENTE;POR ESCALERA;;;2;;;;;ZONAPROP.COM_MONSERRAT;1500 INDEPENDENCIA;AV. INDEPENDENCIA;100;L;CONSTITUCION;1;2.102.671.125;4
        SANCHEZ DE BUSTAMANTE;200;94;145000;1542,6;;0;0;8;;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/ALMAGRO;200 SANCHEZ DE BUSTAMANTE;SANCHEZ DE BUSTAMANTE;100;L;ALMAGRO;5;4.051.222.618;3
        DIAZ, CNEL.;2400;100;360000;3600;5;3;3;40;;FRENTE;;;;3;SI;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;2400 DIAZ, CNEL.;AV. CORONEL DIAZ;88;L;PALERMO;14;15.773.573.191;2
        BALBIN, RICARDO, DR.;2700;288;420000;1459,5;;5;4;5;;FRENTE;;SI;SI;2;SI;;TERRAZA;;ZONAPROP/COGHLAN;2700 BALBIN, RICARDO, DR.;AV. DOCTOR RICARDO BALBIN;56;R;COGHLAN;12;1.280.052,73;2
        FOREST;800;41;78000;1902,4;;2;1;;;FRENTE;;;;1;SI;;TERRAZA;;ZONAPROP/COLEGIALES;800 FOREST;AV. FOREST;100;L;CHACARITA;15;3.118.091.649;3
        BALBIN, RICARDO, DR.;4300;67;121266;1809,9;2;3;2;;A ESTRENAR;FRENTE;;;;2;;;TERRAZA;;BUSCAINMUEBLE/SAAVEDRA;4300 BALBIN, RICARDO, DR.;AV. DOCTOR RICARDO BALBIN;56;L;SAAVEDRA;12;5.536.171.349;2
        CRAMER;3500;191;218000;1141,4;;5;4;33;;FRENTE;;;SI;3;SI;SI;TERRAZA;;ZONAPROP/NUÑEZ;3500 CRAMER;CRAMER;100;L;NUÑEZ;13;4.351.538.489;2
        TUCUMAN;1700;33;72900;2209,1;;1;1;35;;LATERAL;;;;1;;;;;ARGENPROP.COM/BARRIONORTE;1700 TUCUMAN;TUCUMAN;100;L;SAN NICOLAS;1;2.288.975.233;1
        GALLO;900;70;230000;3285,7;;3;2;6;;FRENTE;;SI;;2;SI;;BALCON;;ARGENPROP.COM/BALVANERA;900 GALLO;GALLO;100;L;BALVANERA;3;4.341.063.997;3
        MENDOZA;900;138;460000;3333,3;;4;3;20;;FRENTE;;SI;SI;2;SI;SI;TERRAZA;;ZONAPROP/BELGRANO;900 MENDOZA;MENDOZA;37;;BELGRANO;13;7.929.988.805;2
        SALGUERO, JERONIMO;500;96;165000;1718,8;1;2;2;40;;FRENTE;;;;3;;SI;BALCON;;ARGENPROP.COM/ALMAGRO;500 SALGUERO, JERONIMO;JERONIMO SALGUERO;96;L;ALMAGRO;5;4.051.222.618;3
        JUNIN;1400;200;405000;2025;9;3;3;45;;FRENTE;;;;2;SI;SI;TERRAZA;;ARGENPROP.COM/BARRIONORTE;1400 JUNIN;JUNIN;100;L;RECOLETA;2;6.146.826.409;2
        MIRALLA;2500;106;155000;1462,3;;4;3;;A ESTRENAR;;;;;2;;;PATIO;;ZONAPROP.COM_MATADEROS;2500 MIRALLA;MIRALLA;100;L;MATADEROS;9;7.398.564,74;4
        MELINCUE;2500;75;220000;2933,3;4;4;3;2;;FRENTE;;;SI;2;;;TERRAZA;;ARGENPROP.COM/VILLADELPARQUE;2500 MELINCUE;MELINCUE;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
        JUNCAL;2700;72;160000;2222,2;;3;2;40;;FRENTE;;;;0;;;BALCON;;ARGENPROP.COM/BARRIONORTE;2700 JUNCAL;JUNCAL;100;L;RECOLETA;2;6.146.826.409;2
        SAN LUIS;2400;85;139000;1635,3;8;2;2;45;;FRENTE;;;;1;SI;SI;BALCON;;ARGENPROP.COM/BALVANERA;2400 SAN LUIS;SAN LUIS;37;;BALVANERA;3;4.341.063.997;3
        ESTADO DE ISRAEL;4400;90;189000;2100;;3;2;60;;CONTRAFRENTE;;;;0;;;;RECIC;ZONAPROP.COM_SAN TELMO;4400 ESTADO DE ISRAEL;AV. ESTADO DE ISRAEL;100;L;ALMAGRO;5;4.051.222.618;3
        PUEYRREDON;800;70;130000;1857,1;;2;2;;;CONTRAFRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/BARRIONORTE;800 PUEYRREDON;AV. PUEYRREDON;100;L;BALVANERA;3;4.341.063.997;3
        MONTES DE OCA, MANUEL;1000;45;72000;1600;;2;1;40;;INTERNO;;;;1;;;TERRAZA;;BUSCAINMUEBLE/BARRACAS;1000 MONTES DE OCA, MANUEL;AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4;7.878.302.179;4
        LLAVALLOL;5300;55;72000;1309,1;;1;0;;A ESTRENAR;CONTRAFRENTE;TIPO CASA;;;0;;;TERRAZA;;ZONAPROP.COM_VILLA PUEYRREDON;5300 LLAVALLOL;LLAVALLOL;100;L;VILLA DEVOTO;11;6.403.818.336;3
        FRAGA;1400;120;149000;1241,7;;3;2;;;FRENTE;;SI;SI;0;SI;SI;TERRAZA;;ZONAPROP.COM_VILLA ORTUZAR;1400 FRAGA;FRAGA;100;L;VILLA ORTUZAR;15;1.853.740.362;3
        CHARCAS;2600;138;250000;1811,6;7;5;4;35;;FRENTE;;;SI;0;;SI;;;INMUEBLESCLARIN.COM/BARIO NORTE;2600 CHARCAS;CHARCAS;100;L;RECOLETA;2;6.146.826.409;2
        MURILLO;600;40;80000;2000;;0;0;;A ESTRENAR;FRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/ALMAGRO;600 MURILLO;MURILLO;100;L;VILLA CRESPO;15;3.613.373.642;3
        BARCO CENTENERA DEL;500;95;283000;2978,9;;3;2;;A ESTRENAR;FRENTE;;;;0;SI;;TERRAZA;;ZONAPROP/CABALLITO;500 BARCO CENTENERA DEL;DEL BARCO CENTENERA;100;L;CABALLITO;6;6.851.079.059;3
        PARAGUAY;5400;53;119000;2245,3;5;1;1;40;;FRENTE;;;;1;SI;;TERRAZA;;ARGENPROP.COM/PALERMO;5400 PARAGUAY;PARAGUAY;100;L;PALERMO;14;15.773.573.191;2
        CULLEN;5200;69;133000;1927,5;;1;1;5;;FRENTE;;;;2;;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;5200 CULLEN;CULLEN;100;L;VILLA URQUIZA;12;5.448.470.069;3
        FRENCH;2700;50;117000;2340;;1;1;35;;INTERNO;;;;1;;;;;ARGENPROP.COM/BARRIONORTE;2700 FRENCH;FRENCH;100;L;RECOLETA;2;6.146.826.409;2
        CONGRESO;1600;150;590000;3933,3;;4;3;;;FRENTE;;SI;SI;3;SI;SI;TERRAZA;;ZONAPROP/NUÑEZ;1600 CONGRESO;CONGRESO;100;L;BELGRANO;13;7.929.988.805;2
        VIRASORO, VALENTIN;1300;122;246000;2016,4;4;4;3;60;;FRENTE;;;;3;SI;SI;BALCON;;ARGENPROP.COM/VILLACRESPO;1300 VIRASORO, VALENTIN;VALENTIN VIRASORO;96;L;VILLA CRESPO;15;3.613.373.642;3
        NICARAGUA;5400;70;215000;3071,4;;1;1;8;;FRENTE;;;;1;;;TERRAZA;;ARGENPROP.COM/PALERMO;5400 NICARAGUA;NICARAGUA;37;;PALERMO;14;15.773.573.191;2
        JUNIN;600;52;89000;1711,5;;2;1;46;;CONTRAFRENTE;;;;1;;;BALCON;;ARGENPROP.COM/BALVANERA;600 JUNIN;JUNIN;100;L;BALVANERA;3;4.341.063.997;3
        PARERA;100;229;820000;3580,8;4;3;3;;;FRENTE;;SI;;3;SI;SI;;;ARGENPROP.COM/BARRIONORTE;100 PARERA;PARERA;100;L;RETIRO;1;4.547.765.746;1
        VENEZUELA;2400;46;60000;1304,3;;1;1;;A ESTRENAR;FRENTE;;;SI;1;;;;;ARGENPROP.COM/BALVANERA;2400 VENEZUELA;VENEZUELA;100;L;BALVANERA;3;4.341.063.997;3
        HUMBERTO 1°;1700;95;160000;1684,2;;3;2;55;;FRENTE;;;;2;SI;SI;PATIO;;ZONAPROP.COM_MONSERRAT;1700 HUMBERTO 1°;HUMBERTO 1º;100;L;CONSTITUCION;1;2.102.671.125;4
        LINCOLN;3500;34;74500;2191,2;;0;0;;A ESTRENAR;;;;;0;;;;;ZONAPROP.COM_VILLA DEL PARQUE;3500 LINCOLN;AV. LINCOLN;37;;VILLA DEVOTO;11;6.403.818.336;3
        PARANA;900;250;490000;1960;;5;4;80;;CONTRAFRENTE;;SI;;3;SI;SI;;;ARGENPROP.COM/BARRIONORTE;900 PARANA;PARANA;100;L;RECOLETA;2;6.146.826.409;2
        DEL LIBERTADOR;5200;172;820000;4767,4;;3;3;30;;FRENTE;SEMIPISO;SI;SI;4;SI;SI;BALCON;;ARGENPROP.COM/PALERMO;5200 DEL LIBERTADOR;AV. DEL LIBERTADOR;100;L;PALERMO;14;15.773.573.191;2
        URUGUAY;900;26;69000;2653,8;;1;1;;;FRENTE;;SI;;1;SI;;;;BUSCAINMUEBLE/RECOLETA;900 URUGUAY;URUGUAY;100;L;RECOLETA;2;6.146.826.409;2
        SANTA FE;1300;175;398000;2274,3;;5;3;;;CONTRAFRENTE;;SI;;3;SI;SI;TERRAZA;;ZONAPROP/BARRIO NORTE;1300 SANTA FE;AV. SANTA FE;100;L;RETIRO;1;4.547.765.746;1
        RIVADAVIA;3100;40;65000;1625;;2;1;35;;INTERNO;;;;0;SI;;;;ARGENPROP.COM/BALVANERA;3100 RIVADAVIA;AV. RIVADAVIA;100;L;BALVANERA;3;4.341.063.997;3
        BASAVILBASO;1300;50;195000;3900;;1;0;6;;;;;SI;0;;;;;ZONAPROP.COM_RETIRO;1300 BASAVILBASO;BASAVILBASO;100;L;RETIRO;1;4.547.765.746;1
        HUMBERTO 1°;1900;200;210000;1050;;5;4;;;FRENTE;;SI;;2;SI;SI;;;ZONAPROP.COM_SAN CRISTOBAL;1900 HUMBERTO 1°;HUMBERTO 1º;100;L;SAN CRISTOBAL;3;2.043.952.644;4
        GALLO;1100;80;137500;1718,8;;2;1;;;;;;;2;;;TERRAZA;;INMUEBLESCLARIN.COM/BARIO NORTE;1100 GALLO;GALLO;100;L;RECOLETA;2;6.146.826.409;2
        BASUALDO;100;73;105000;1438,4;3;3;2;40;;CONTRAFRENTE;;;;0;SI;;BALCON;;ARGENPROP.COM/VILLALURO;100 BASUALDO;BASUALDO;100;L;VILLA LURO;10;2.566.739.336;3
        SAN MARTIN;7300;170;220000;1294,1;;5;4;36;;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/VILLADEVOTO;7300 SAN MARTIN;AV. SAN MARTIN;100;L;VILLA DEVOTO;11;6.403.818.336;3
        NAZARRE;3200;100;245000;2450;;4;3;40;;FRENTE;SEMIPISO;SI;;2;SI;SI;;;ARGENPROP.COM/VILLADELPARQUE;3200 NAZARRE;NAZARRE;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
        INDEPENDENCIA;4100;88;245000;2784,1;;3;3;4;;CONTRAFRENTE;;;SI;2;SI;;BALCON;;ARGENPROP.COM/ALMAGRO;4100 INDEPENDENCIA;AV. INDEPENDENCIA;100;L;BOEDO;5;2.607.835.114;4
        BASUALDO;400;80;175000;2187,5;;3;2;1;;CONTRAFRENTE;;SI;SI;1;;;BALCON;;ARGENPROP.COM/VILLALURO;400 BASUALDO;BASUALDO;100;L;VILLA LURO;10;2.566.739.336;3
        DRAGO, LUIS MARIA;300;52;89500;1721,2;2;3;2;50;;;;;;0;SI;SI;TERRAZA;;ZONAPROP.COM_PARQUE CENTENARIO;300 DRAGO, LUIS MARIA;LUIS MARIA DRAGO;96;L;VILLA CRESPO;15;3.613.373.642;3
        PUEYRREDON;2200;51;150000;2941,2;;1;1;6;;FRENTE;LOFT;;;1;;;;;ARGENPROP.COM/BARRIONORTE;2200 PUEYRREDON;AV. PUEYRREDON;100;L;RECOLETA;2;6.146.826.409;2
        BASUALDO;900;97;138000;1422,7;1;4;3;;;FRENTE;;;;2;SI;SI;;;ZONAPROP.COM_MATADEROS;900 BASUALDO;BASUALDO;100;L;MATADEROS;9;7.398.564,74;4
        LAVALLEJA;700;118;215000;1822;;4;3;32;;CONTRAFRENTE;;SI;;1;;;;;ARGENPROP.COM/VILLACRESPO;700 LAVALLEJA;LAVALLEJA;100;L;VILLA CRESPO;15;3.613.373.642;3
        RIVADAVIA;2900;61;125000;2049,2;12;4;2;;;;;;;1;SI;SI;BALCON;;ARGENPROP.COM/BALVANERA;2900 RIVADAVIA;AV. RIVADAVIA;100;L;BALVANERA;3;4.341.063.997;3
        PELLEGRINI, CARLOS;1200;180;390000;2166,7;;4;3;60;;FRENTE;;;SI;3;SI;SI;TERRAZA;;ZONAPROP/BARRIO NORTE;1200 PELLEGRINI, CARLOS;CARLOS PELLEGRINI;34;;RETIRO;1;4.547.765.746;1
        QUESADA;5400;48;89000;1854,2;PB;0;0;6;;CONTRAFRENTE;;;;1;;;PATIO;;ARGENPROP.COM/VILLAURQUIZA;5400 QUESADA;QUESADA;100;L;VILLA URQUIZA;12;5.448.470.069;3
        BATLLE Y ORDOÑEZ JOSE P.T.;6700;50;95000;1900;3;3;2;5;;FRENTE;;;;1;;;BALCON TERRAZA;;ARGENPROP.COM/VILLALUGANO;6700 BATLLE Y ORDOÑEZ JOSE P.T.;JOSE PABLO TORCUATO BATLLE Y ORDOÑEZ;57;L;VILLA LUGANO;8;8.991.811.686;4
        LAUTARO;100;180;299000;1661,1;;5;3;;;FRENTE;;;SI;2;SI;SI;TERRAZA;;ZONAPROP/FLORES;100 LAUTARO;LAUTARO;100;L;FLORES;7;8.594.550.061;3
        JUJUY;500;45;73000;1622,2;3;3;2;45;;CONTRAFRENTE;;;;1;SI;;;;BUSCAINMUEBLE/BALVANERA;500 JUJUY;AV. JUJUY;100;L;BALVANERA;3;4.341.063.997;3
        PRINGLES;200;36;66000;1833,3;5;1;0;1;;FRENTE;;;;0;;;BALCON;;INMUEBLESCLARIN.COM/ALMAGRO;200 PRINGLES;PRINGLES;100;L;ALMAGRO;5;4.051.222.618;3
        ROOSEVELT FRANKLIN D.;4900;90;200000;2222,2;;3;2;;A ESTRENAR;FRENTE;;;SI;2;SI;;TERRAZA;;ARGENPROP.COM/VILLAURQUIZA;4900 ROOSEVELT FRANKLIN D.;FRANKLIN D. ROOSEVELT;96;L;VILLA URQUIZA;12;5.448.470.069;3
        DIAZ CNEL.;2700;290;990000;3413,8;;5;3;45;;FRENTE;;SI;SI;4;SI;SI;TERRAZA;;ZONAPROP/BARRIO NORTE;2700 DIAZ CNEL.;AV. CORONEL DIAZ;88;L;PALERMO;14;15.773.573.191;2
        DIRECTORIO;2200;300;479900;1599,7;;5;4;10;;FRENTE;DUPLEX;SI;SI;5;SI;SI;TERRAZA;;ZONAPROP/FLORES;2200 DIRECTORIO;AV. DIRECTORIO;100;L;FLORES;7;8.594.550.061;3
        PARAGUAY;2400;110;240000;2181,8;;4;3;30;;FRENTE;;;;2;;SI;;;ARGENPROP.COM/BARRIONORTE;2400 PARAGUAY;PARAGUAY;100;L;RECOLETA;2;6.146.826.409;2
        SALGUERO, JERONIMO;1900;65;162000;2492,3;;1;1;;A ESTRENAR;;;;;1;;;BALCON TERRAZA;;ARGENPROP.COM/PALERMO;1900 SALGUERO, JERONIMO;JERONIMO SALGUERO;96;L;PALERMO;14;15.773.573.191;2
        BAUNESS;2100;98;329000;3357,1;2;3;3;12;;CONTRAFRENTE;;SI;SI;2;SI;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;2100 BAUNESS;BAUNESS;100;L;VILLA URQUIZA;12;5.448.470.069;3
        FRAY JUSTO SANTAMARIA DE ORO;2100;54;130000;2407,4;6;1;1;15;;CONTRAFRENTE;;;SI;1;SI;;BALCON;;ARGENPROP.COM/PALERMO;2100 FRAY JUSTO SANTAMARIA DE ORO;FRAY JUSTO SANTA MARIA DE ORO;95;L;PALERMO;14;15.773.573.191;2
        BAUNESS;2500;45;87000;1933,3;3;2;1;;A ESTRENAR;CONTRAFRENTE;;;;1;;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;2500 BAUNESS;BAUNESS;37;;VILLA URQUIZA;12;5.448.470.069;3
        NAZCA;4800;68;137000;2014,7;6;2;2;;A ESTRENAR;FRENTE;SEMIPISO;;;2;;;BALCON;;ARGENPROP.COM/VILLAPUEYRREDON;4800 NAZCA;NAZCA;100;L;VILLA PUEYRREDON;12;3.302.910,10;3
        YATAY;700;89;180000;2022,5;3;2;2;40;;FRENTE;;;;2;SI;SI;BALCON;;ARGENPROP.COM/ALMAGRO;700 YATAY;YATAY;100;L;ALMAGRO;5;4.051.222.618;3
        BAUNESS;2900;38;76500;2013,2;3;0;0;;A ESTRENAR;FRENTE;;;SI;1;SI;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;2900 BAUNESS;BAUNESS;100;L;VILLA URQUIZA;12;5.448.470.069;3
        GOYENA, PEDRO;1700;50;151000;3020;;2;1;;;LATERAL;;SI;;1;;;TERRAZA;;ZONAPROP/CABALLITO;1700 GOYENA, PEDRO;AV. PEDRO GOYENA;94;L;CABALLITO;6;6.851.079.059;3
        BAZURCO;3300;120;158000;1316,7;;4;3;30;;CONTRAFRENTE;;;;0;SI;;TERRAZA;;ZONAPROP.COM_VILLA PUEYRREDON;3300 BAZURCO;BAZURCO;100;L;VILLA PUEYRREDON;12;3.302.910,10;3
        LARREA;800;60;129000;2150;;3;2;45;;CONTRAFRENTE;;;;1;SI;;;;ZONAPROP/BARRIO NORTE;800 LARREA;LARREA;100;L;BALVANERA;3;4.341.063.997;3
        CASTRO EMILIO;4900;70;139000;1985,7;;3;2;;A ESTRENAR;FRENTE;;;SI;0;SI;;BALCON;;ARGENPROP.COM/VILLALURO;4900 CASTRO EMILIO;EMILIO CASTRO;95;L;VILLA LURO;10;2.566.739.336;3
        MITRE, BARTOLOME;3200;27;49500;1833,3;;1;1;1;;;;;;1;;;TERRAZA;;ARGENPROP.COM/BALVANERA;3200 MITRE, BARTOLOME;BARTOLOME MITRE;95;L;BALVANERA;3;4.341.063.997;3
        BEAUCHEF;1100;32;65000;2031,3;2;1;0;;A ESTRENAR;FRENTE;;;;0;;;;;ZONAPROP.COM_PARQUE CHACABUCO;1100 BEAUCHEF;BEAUCHEF;100;L;PARQUE CHACABUCO;7;3.833.086.018;4
        JUJUY;500;36;61500;1708,3;5;1;1;35;;CONTRAFRENTE;;;;1;;;TERRAZA;;BUSCAINMUEBLE/ONCE;500 JUJUY;AV. JUJUY;100;L;BALVANERA;3;4.341.063.997;3
        GOYENA, PEDRO;1100;400;950000;2375;;5;3;24;;FRENTE;;SI;SI;5;SI;SI;TERRAZA;;ZONAPROP/CABALLITO;1100 GOYENA, PEDRO;AV. PEDRO GOYENA;94;L;CABALLITO;6;6.851.079.059;3
        GALLO;300;47;89000;1893,6;1;0;0;60;;;;;;0;;;;;INMUEBLESCLARIN.COM/ABASTO;300 GALLO;GALLO;100;L;ALMAGRO;5;4.051.222.618;3
        CEVALLOS, VIRREY;1400;41;65000;1585,4;4;2;1;10;;FRENTE;;;;0;;;;;ZONAPROP.COM_SAN CRISTOBAL;1400 CEVALLOS, VIRREY;VIRREY CEVALLOS;95;L;CONSTITUCION;1;2.102.671.125;4
        PIEDRAS;1600;94;170000;1808,5;;3;2;65;;FRENTE;;SI;SI;0;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BARRACAS;1600 PIEDRAS;PIEDRAS;100;L;SAN TELMO;1;1.233.152,82;4
        DON BOSCO;3800;18;48900;2716,7;6;1;1;35;;LATERAL;;;;0;;;;;INMUEBLESCLARIN.COM/ALMAGRO;3800 DON BOSCO;DON BOSCO;100;L;ALMAGRO;5;4.051.222.618;3
        JUFRE;200;92;133000;1445,7;2;4;3;45;;FRENTE;POR ESCALERA;;;1;SI;;BALCON;;ARGENPROP.COM/PALERMO;200 JUFRE;JUFRE;100;L;VILLA CRESPO;15;3.613.373.642;3
        BEIRO, FRANCISCO;3200;53;87500;1650,9;;4;3;50;;CONTRAFRENTE;POR ESCALERA;;;1;;;;;ARGENPROP.COM/VILLADEVOTO;3200 BEIRO, FRANCISCO;AV. FRANCISCO BEIRO;95;L;VILLA DEL PARQUE;11;3.398.880.018;3
        BEIRO, FRANCISCO;3200;67;139000;2074,6;;4;3;30;;FRENTE;;;;0;SI;SI;TERRAZA;;ZONAPROP.COM_VILLA DEL PARQUE;3200 BEIRO, FRANCISCO;AV. FRANCISCO BEIRO;95;L;VILLA DEL PARQUE;11;3.398.880.018;3
        BEIRO, FRANCISCO;3200;106;160000;1509,4;;3;2;60;;CONTRAFRENTE;TIPO CASA;;;1;SI;;BALCON;;ARGENPROP.COM/VILLADEVOTO;3200 BEIRO, FRANCISCO;AV. FRANCISCO BEIRO;95;L;VILLA DEL PARQUE;11;3.398.880.018;3
        FRIAS,  EUSTAQUIO, TTE. GRAL.;200;52;103500;1990,4;;3;2;44;;FRENTE;;;;0;;;;;INMUEBLESCLARIN.COM/ALMAGRO;200 FRIAS,  EUSTAQUIO, TTE. GRAL.;TTE. GRAL. EUSTOQUIO FRIAS;74;L;VILLA CRESPO;15;3.613.373.642;3
        BEIRO, FRANCISCO;3300;45;81900;1820;;2;1;30;;;;;;0;SI;SI;;;ZONAPROP.COM_VILLA DEL PARQUE;3300 BEIRO, FRANCISCO;AV. FRANCISCO BEIRO;95;L;VILLA DEL PARQUE;11;3.398.880.018;3
        MONROE;4400;68;130000;1911,8;2;3;2;;;FRENTE;POR ESCALERA;;;1;SI;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;4400 MONROE;MONROE;100;L;VILLA URQUIZA;12;5.448.470.069;3
